date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
12:42:41	64045/64045	---M-Z	200	added ('OK')	text/html	date:Tue,%2013%20Jun%202023%2023:06:29%20GMT	https://duruthemes.com/demo/html/travol/multipage-slideshow/index.html	F:/Static%20Design/travol/duruthemes.com/demo/html/travol/multipage-slideshow/index.html	(from )
12:42:42	1238/1238	---M--	404	error ('Not%20Found')	text/html	date:Sun,%2021%20Apr%202024%2006:57:42%20GMT	https://duruthemes.com/robots.txt		(from )
12:42:42	7827/7827	---M--	200	added ('OK')	image/png	date:Tue,%2013%20Jun%202023%2023:06:37%20GMT	https://duruthemes.com/demo/html/travol/multipage-slideshow/img/favicon.png	F:/Static%20Design/travol/duruthemes.com/demo/html/travol/multipage-slideshow/img/favicon.png	(from https://duruthemes.com/demo/html/travol/multipage-slideshow/index.html)
12:42:43	869/869	---M-Z	200	added ('OK')	text/css	date:Tue,%2013%20Jun%202023%2023:06:31%20GMT	https://duruthemes.com/demo/html/travol/multipage-slideshow/css/plugins.css	F:/Static%20Design/travol/duruthemes.com/demo/html/travol/multipage-slideshow/css/plugins.css	(from https://duruthemes.com/demo/html/travol/multipage-slideshow/index.html)
12:42:43	109110/109110	---M-Z	200	added ('OK')	text/css	date:Tue,%2013%20Jun%202023%2023:06:31%20GMT	https://duruthemes.com/demo/html/travol/multipage-slideshow/css/style.css	F:/Static%20Design/travol/duruthemes.com/demo/html/travol/multipage-slideshow/css/style.css	(from https://duruthemes.com/demo/html/travol/multipage-slideshow/index.html)
12:42:43	10381/10381	---M--	200	added ('OK')	image/png	date:Tue,%2013%20Jun%202023%2023:06:37%20GMT	https://duruthemes.com/demo/html/travol/multipage-slideshow/img/logo-light.png	F:/Static%20Design/travol/duruthemes.com/demo/html/travol/multipage-slideshow/img/logo-light.png	(from https://duruthemes.com/demo/html/travol/multipage-slideshow/index.html)
12:42:43	58393/58393	---M-Z	200	added ('OK')	text/html	date:Tue,%2013%20Jun%202023%2023:06:29%20GMT	https://duruthemes.com/demo/html/travol/multipage-slideshow/index2.html	F:/Static%20Design/travol/duruthemes.com/demo/html/travol/multipage-slideshow/index2.html	(from https://duruthemes.com/demo/html/travol/multipage-slideshow/index.html)
12:42:44	58277/58277	---M-Z	200	added ('OK')	text/html	date:Tue,%2013%20Jun%202023%2023:06:29%20GMT	https://duruthemes.com/demo/html/travol/multipage-slideshow/index3.html	F:/Static%20Design/travol/duruthemes.com/demo/html/travol/multipage-slideshow/index3.html	(from https://duruthemes.com/demo/html/travol/multipage-slideshow/index.html)
12:42:44	45789/45789	---M-Z	200	added ('OK')	text/html	date:Tue,%2013%20Jun%202023%2023:06:30%20GMT	https://duruthemes.com/demo/html/travol/multipage-slideshow/index4.html	F:/Static%20Design/travol/duruthemes.com/demo/html/travol/multipage-slideshow/index4.html	(from https://duruthemes.com/demo/html/travol/multipage-slideshow/index.html)
12:42:44	25214/25214	---M-Z	200	added ('OK')	text/html	date:Tue,%2013%20Jun%202023%2023:06:30%20GMT	https://duruthemes.com/demo/html/travol/multipage-slideshow/about.html	F:/Static%20Design/travol/duruthemes.com/demo/html/travol/multipage-slideshow/about.html	(from https://duruthemes.com/demo/html/travol/multipage-slideshow/index.html)
12:42:44	24005/24005	---M-Z	200	added ('OK')	text/html	date:Tue,%2013%20Jun%202023%2023:06:31%20GMT	https://duruthemes.com/demo/html/travol/multipage-slideshow/tours.html	F:/Static%20Design/travol/duruthemes.com/demo/html/travol/multipage-slideshow/tours.html	(from https://duruthemes.com/demo/html/travol/multipage-slideshow/index.html)
12:42:45	36409/36409	---M-Z	200	added ('OK')	text/html	date:Tue,%2013%20Jun%202023%2023:06:30%20GMT	https://duruthemes.com/demo/html/travol/multipage-slideshow/tours2.html	F:/Static%20Design/travol/duruthemes.com/demo/html/travol/multipage-slideshow/tours2.html	(from https://duruthemes.com/demo/html/travol/multipage-slideshow/index.html)
12:42:45	35795/35795	---M-Z	200	added ('OK')	text/html	date:Tue,%2013%20Jun%202023%2023:06:29%20GMT	https://duruthemes.com/demo/html/travol/multipage-slideshow/tours3.html	F:/Static%20Design/travol/duruthemes.com/demo/html/travol/multipage-slideshow/tours3.html	(from https://duruthemes.com/demo/html/travol/multipage-slideshow/index.html)
12:42:45	24453/24453	---M-Z	200	added ('OK')	text/html	date:Tue,%2013%20Jun%202023%2023:06:30%20GMT	https://duruthemes.com/demo/html/travol/multipage-slideshow/destination.html	F:/Static%20Design/travol/duruthemes.com/demo/html/travol/multipage-slideshow/destination.html	(from https://duruthemes.com/demo/html/travol/multipage-slideshow/index.html)
12:42:45	23797/23797	---M-Z	200	added ('OK')	text/html	date:Tue,%2013%20Jun%202023%2023:06:31%20GMT	https://duruthemes.com/demo/html/travol/multipage-slideshow/gallery.html	F:/Static%20Design/travol/duruthemes.com/demo/html/travol/multipage-slideshow/gallery.html	(from https://duruthemes.com/demo/html/travol/multipage-slideshow/index.html)
12:42:46	29134/29134	---M-Z	200	added ('OK')	text/html	date:Tue,%2013%20Jun%202023%2023:06:31%20GMT	https://duruthemes.com/demo/html/travol/multipage-slideshow/tour-details.html	F:/Static%20Design/travol/duruthemes.com/demo/html/travol/multipage-slideshow/tour-details.html	(from https://duruthemes.com/demo/html/travol/multipage-slideshow/index.html)
12:42:46	15866/15866	---M-Z	200	added ('OK')	text/html	date:Tue,%2013%20Jun%202023%2023:06:31%20GMT	https://duruthemes.com/demo/html/travol/multipage-slideshow/tour-search.html	F:/Static%20Design/travol/duruthemes.com/demo/html/travol/multipage-slideshow/tour-search.html	(from https://duruthemes.com/demo/html/travol/multipage-slideshow/index.html)
12:42:46	30223/30223	---M-Z	200	added ('OK')	text/html	date:Tue,%2013%20Jun%202023%2023:06:29%20GMT	https://duruthemes.com/demo/html/travol/multipage-slideshow/post.html	F:/Static%20Design/travol/duruthemes.com/demo/html/travol/multipage-slideshow/post.html	(from https://duruthemes.com/demo/html/travol/multipage-slideshow/index.html)
12:42:47	10557/10557	---M-Z	200	added ('OK')	text/html	date:Tue,%2013%20Jun%202023%2023:06:31%20GMT	https://duruthemes.com/demo/html/travol/multipage-slideshow/coming-soon.html	F:/Static%20Design/travol/duruthemes.com/demo/html/travol/multipage-slideshow/coming-soon.html	(from https://duruthemes.com/demo/html/travol/multipage-slideshow/index.html)
12:42:47	7978/7978	---M-Z	200	added ('OK')	text/html	date:Tue,%2013%20Jun%202023%2023:06:30%20GMT	https://duruthemes.com/demo/html/travol/multipage-slideshow/404.html	F:/Static%20Design/travol/duruthemes.com/demo/html/travol/multipage-slideshow/404.html	(from https://duruthemes.com/demo/html/travol/multipage-slideshow/index.html)
12:42:47	23565/23565	---M-Z	200	added ('OK')	text/html	date:Tue,%2013%20Jun%202023%2023:06:29%20GMT	https://duruthemes.com/demo/html/travol/multipage-slideshow/blog.html	F:/Static%20Design/travol/duruthemes.com/demo/html/travol/multipage-slideshow/blog.html	(from https://duruthemes.com/demo/html/travol/multipage-slideshow/index.html)
12:42:47	28186/28186	---M-Z	200	added ('OK')	text/html	date:Tue,%2013%20Jun%202023%2023:06:29%20GMT	https://duruthemes.com/demo/html/travol/multipage-slideshow/blog2.html	F:/Static%20Design/travol/duruthemes.com/demo/html/travol/multipage-slideshow/blog2.html	(from https://duruthemes.com/demo/html/travol/multipage-slideshow/index.html)
12:42:48	22929/22929	---M-Z	200	added ('OK')	text/html	date:Tue,%2013%20Jun%202023%2023:06:30%20GMT	https://duruthemes.com/demo/html/travol/multipage-slideshow/contact.html	F:/Static%20Design/travol/duruthemes.com/demo/html/travol/multipage-slideshow/contact.html	(from https://duruthemes.com/demo/html/travol/multipage-slideshow/index.html)
12:42:48	58168/58168	---M--	200	added ('OK')	image/jpeg	date:Tue,%2013%20Jun%202023%2023:06:37%20GMT	https://duruthemes.com/demo/html/travol/multipage-slideshow/img/about.jpeg	F:/Static%20Design/travol/duruthemes.com/demo/html/travol/multipage-slideshow/img/about.jpg	(from https://duruthemes.com/demo/html/travol/multipage-slideshow/index.html)
12:42:49	470349/470349	---M--	200	added ('OK')	image/jpeg	date:Tue,%2013%20Jun%202023%2023:06:48%20GMT	https://duruthemes.com/demo/html/travol/multipage-slideshow/img/tours/maldives1.jpg	F:/Static%20Design/travol/duruthemes.com/demo/html/travol/multipage-slideshow/img/tours/maldives1.jpg	(from https://duruthemes.com/demo/html/travol/multipage-slideshow/index.html)
12:42:50	355113/355113	---M--	200	added ('OK')	image/jpeg	date:Tue,%2013%20Jun%202023%2023:06:44%20GMT	https://duruthemes.com/demo/html/travol/multipage-slideshow/img/tours/greece1.jpg	F:/Static%20Design/travol/duruthemes.com/demo/html/travol/multipage-slideshow/img/tours/greece1.jpg	(from https://duruthemes.com/demo/html/travol/multipage-slideshow/index.html)
12:42:50	239525/239525	---M--	200	added ('OK')	image/jpeg	date:Tue,%2013%20Jun%202023%2023:06:42%20GMT	https://duruthemes.com/demo/html/travol/multipage-slideshow/img/tours/italy1.jpg	F:/Static%20Design/travol/duruthemes.com/demo/html/travol/multipage-slideshow/img/tours/italy1.jpg	(from https://duruthemes.com/demo/html/travol/multipage-slideshow/index.html)
12:42:50	424511/424511	---M--	200	added ('OK')	image/jpeg	date:Tue,%2013%20Jun%202023%2023:06:45%20GMT	https://duruthemes.com/demo/html/travol/multipage-slideshow/img/tours/france1.jpg	F:/Static%20Design/travol/duruthemes.com/demo/html/travol/multipage-slideshow/img/tours/france1.jpg	(from https://duruthemes.com/demo/html/travol/multipage-slideshow/index.html)
12:42:51	378931/378931	---M--	200	added ('OK')	image/jpeg	date:Tue,%2013%20Jun%202023%2023:07:03%20GMT	https://duruthemes.com/demo/html/travol/multipage-slideshow/img/destination/canada1.jpg	F:/Static%20Design/travol/duruthemes.com/demo/html/travol/multipage-slideshow/img/destination/canada1.jpg	(from https://duruthemes.com/demo/html/travol/multipage-slideshow/index.html)
12:42:51	359216/359216	---M--	200	added ('OK')	image/jpeg	date:Tue,%2013%20Jun%202023%2023:06:44%20GMT	https://duruthemes.com/demo/html/travol/multipage-slideshow/img/tours/canada1.jpg	F:/Static%20Design/travol/duruthemes.com/demo/html/travol/multipage-slideshow/img/tours/canada1.jpg	(from https://duruthemes.com/demo/html/travol/multipage-slideshow/index.html)
12:42:51	239525/239525	---M--	200	added ('OK')	image/jpeg	date:Tue,%2013%20Jun%202023%2023:06:59%20GMT	https://duruthemes.com/demo/html/travol/multipage-slideshow/img/destination/italy1.jpg	F:/Static%20Design/travol/duruthemes.com/demo/html/travol/multipage-slideshow/img/destination/italy1.jpg	(from https://duruthemes.com/demo/html/travol/multipage-slideshow/index.html)
12:42:51	247427/247427	---M--	200	added ('OK')	image/jpeg	date:Tue,%2013%20Jun%202023%2023:07:07%20GMT	https://duruthemes.com/demo/html/travol/multipage-slideshow/img/destination/maldives1.jpg	F:/Static%20Design/travol/duruthemes.com/demo/html/travol/multipage-slideshow/img/destination/maldives1.jpg	(from https://duruthemes.com/demo/html/travol/multipage-slideshow/index.html)
12:42:51	304255/304255	---M--	200	added ('OK')	image/jpeg	date:Tue,%2013%20Jun%202023%2023:07:01%20GMT	https://duruthemes.com/demo/html/travol/multipage-slideshow/img/destination/greece1.jpg	F:/Static%20Design/travol/duruthemes.com/demo/html/travol/multipage-slideshow/img/destination/greece1.jpg	(from https://duruthemes.com/demo/html/travol/multipage-slideshow/index.html)
12:42:51	243601/243601	---M--	200	added ('OK')	image/jpeg	date:Tue,%2013%20Jun%202023%2023:07:06%20GMT	https://duruthemes.com/demo/html/travol/multipage-slideshow/img/destination/france1.jpg	F:/Static%20Design/travol/duruthemes.com/demo/html/travol/multipage-slideshow/img/destination/france1.jpg	(from https://duruthemes.com/demo/html/travol/multipage-slideshow/index.html)
12:42:52	190031/190031	---M--	200	added ('OK')	image/jpeg	date:Tue,%2013%20Jun%202023%2023:07:05%20GMT	https://duruthemes.com/demo/html/travol/multipage-slideshow/img/destination/dubai1.jpg	F:/Static%20Design/travol/duruthemes.com/demo/html/travol/multipage-slideshow/img/destination/dubai1.jpg	(from https://duruthemes.com/demo/html/travol/multipage-slideshow/index.html)
12:42:52	309669/309669	---M--	200	added ('OK')	image/jpeg	date:Tue,%2013%20Jun%202023%2023:07:00%20GMT	https://duruthemes.com/demo/html/travol/multipage-slideshow/img/destination/rome1.jpg	F:/Static%20Design/travol/duruthemes.com/demo/html/travol/multipage-slideshow/img/destination/rome1.jpg	(from https://duruthemes.com/demo/html/travol/multipage-slideshow/index.html)
12:42:52	221881/221881	---M--	200	added ('OK')	image/jpeg	date:Tue,%2013%20Jun%202023%2023:07:07%20GMT	https://duruthemes.com/demo/html/travol/multipage-slideshow/img/destination/venice1.jpg	F:/Static%20Design/travol/duruthemes.com/demo/html/travol/multipage-slideshow/img/destination/venice1.jpg	(from https://duruthemes.com/demo/html/travol/multipage-slideshow/index.html)
12:42:52	218839/218839	---M--	200	added ('OK')	image/jpeg	date:Tue,%2013%20Jun%202023%2023:07:07%20GMT	https://duruthemes.com/demo/html/travol/multipage-slideshow/img/destination/milano.jpg	F:/Static%20Design/travol/duruthemes.com/demo/html/travol/multipage-slideshow/img/destination/milano.jpg	(from https://duruthemes.com/demo/html/travol/multipage-slideshow/index.html)
12:42:53	355364/355364	---M--	200	added ('OK')	image/jpeg	date:Tue,%2013%20Jun%202023%2023:07:01%20GMT	https://duruthemes.com/demo/html/travol/multipage-slideshow/img/destination/perugia1.jpg	F:/Static%20Design/travol/duruthemes.com/demo/html/travol/multipage-slideshow/img/destination/perugia1.jpg	(from https://duruthemes.com/demo/html/travol/multipage-slideshow/index.html)
12:42:53	228642/228642	---M--	200	added ('OK')	image/jpeg	date:Tue,%2013%20Jun%202023%2023:07:06%20GMT	https://duruthemes.com/demo/html/travol/multipage-slideshow/img/destination/parma1.jpg	F:/Static%20Design/travol/duruthemes.com/demo/html/travol/multipage-slideshow/img/destination/parma1.jpg	(from https://duruthemes.com/demo/html/travol/multipage-slideshow/index.html)
12:42:53	206318/206318	---M--	200	added ('OK')	image/jpeg	date:Tue,%2013%20Jun%202023%2023:06:59%20GMT	https://duruthemes.com/demo/html/travol/multipage-slideshow/img/destination/france-paris1.jpg	F:/Static%20Design/travol/duruthemes.com/demo/html/travol/multipage-slideshow/img/destination/france-paris1.jpg	(from https://duruthemes.com/demo/html/travol/multipage-slideshow/index.html)
12:42:53	162563/162563	---M--	200	added ('OK')	image/jpeg	date:Tue,%2013%20Jun%202023%2023:07:05%20GMT	https://duruthemes.com/demo/html/travol/multipage-slideshow/img/destination/france-lyon1.jpg	F:/Static%20Design/travol/duruthemes.com/demo/html/travol/multipage-slideshow/img/destination/france-lyon1.jpg	(from https://duruthemes.com/demo/html/travol/multipage-slideshow/index.html)
12:42:54	299292/299292	---M--	200	added ('OK')	image/jpeg	date:Tue,%2013%20Jun%202023%2023:07:03%20GMT	https://duruthemes.com/demo/html/travol/multipage-slideshow/img/destination/france-cannes1.jpg	F:/Static%20Design/travol/duruthemes.com/demo/html/travol/multipage-slideshow/img/destination/france-cannes1.jpg	(from https://duruthemes.com/demo/html/travol/multipage-slideshow/index.html)
12:42:54	162558/162558	---M--	200	added ('OK')	image/jpeg	date:Tue,%2013%20Jun%202023%2023:06:58%20GMT	https://duruthemes.com/demo/html/travol/multipage-slideshow/img/destination/france-normandiya1.jpg	F:/Static%20Design/travol/duruthemes.com/demo/html/travol/multipage-slideshow/img/destination/france-normandiya1.jpg	(from https://duruthemes.com/demo/html/travol/multipage-slideshow/index.html)
12:42:54	205430/205430	---M--	200	added ('OK')	image/jpeg	date:Tue,%2013%20Jun%202023%2023:06:59%20GMT	https://duruthemes.com/demo/html/travol/multipage-slideshow/img/destination/aosta1.jpg	F:/Static%20Design/travol/duruthemes.com/demo/html/travol/multipage-slideshow/img/destination/aosta1.jpg	(from https://duruthemes.com/demo/html/travol/multipage-slideshow/index.html)
12:42:54	287891/287891	---M--	200	added ('OK')	image/jpeg	date:Tue,%2013%20Jun%202023%2023:07:01%20GMT	https://duruthemes.com/demo/html/travol/multipage-slideshow/img/destination/france-bordeaux1.jpg	F:/Static%20Design/travol/duruthemes.com/demo/html/travol/multipage-slideshow/img/destination/france-bordeaux1.jpg	(from https://duruthemes.com/demo/html/travol/multipage-slideshow/index.html)
12:42:54	254824/254824	---M--	200	added ('OK')	image/jpeg	date:Tue,%2013%20Jun%202023%2023:07:10%20GMT	https://duruthemes.com/demo/html/travol/multipage-slideshow/img/blog/1.jpg	F:/Static%20Design/travol/duruthemes.com/demo/html/travol/multipage-slideshow/img/blog/1.jpg	(from https://duruthemes.com/demo/html/travol/multipage-slideshow/index.html)
12:42:55	245915/245915	---M--	200	added ('OK')	image/jpeg	date:Tue,%2013%20Jun%202023%2023:07:09%20GMT	https://duruthemes.com/demo/html/travol/multipage-slideshow/img/blog/2.jpg	F:/Static%20Design/travol/duruthemes.com/demo/html/travol/multipage-slideshow/img/blog/2.jpg	(from https://duruthemes.com/demo/html/travol/multipage-slideshow/index.html)
12:42:55	399939/399939	---M--	200	added ('OK')	image/jpeg	date:Tue,%2013%20Jun%202023%2023:07:05%20GMT	https://duruthemes.com/demo/html/travol/multipage-slideshow/img/destination/france-marsielle1.jpg	F:/Static%20Design/travol/duruthemes.com/demo/html/travol/multipage-slideshow/img/destination/france-marsielle1.jpg	(from https://duruthemes.com/demo/html/travol/multipage-slideshow/index.html)
12:42:55	397140/397140	---M--	200	added ('OK')	image/jpeg	date:Tue,%2013%20Jun%202023%2023:07:10%20GMT	https://duruthemes.com/demo/html/travol/multipage-slideshow/img/blog/3.jpg	F:/Static%20Design/travol/duruthemes.com/demo/html/travol/multipage-slideshow/img/blog/3.jpg	(from https://duruthemes.com/demo/html/travol/multipage-slideshow/index.html)
12:42:55	196466/196466	---M--	200	added ('OK')	image/jpeg	date:Tue,%2013%20Jun%202023%2023:07:08%20GMT	https://duruthemes.com/demo/html/travol/multipage-slideshow/img/blog/5.jpg	F:/Static%20Design/travol/duruthemes.com/demo/html/travol/multipage-slideshow/img/blog/5.jpg	(from https://duruthemes.com/demo/html/travol/multipage-slideshow/index.html)
12:42:56	221326/221326	---M--	200	added ('OK')	image/jpeg	date:Tue,%2013%20Jun%202023%2023:07:09%20GMT	https://duruthemes.com/demo/html/travol/multipage-slideshow/img/blog/6.jpg	F:/Static%20Design/travol/duruthemes.com/demo/html/travol/multipage-slideshow/img/blog/6.jpg	(from https://duruthemes.com/demo/html/travol/multipage-slideshow/index.html)
12:42:56	31743/31743	---M--	200	added ('OK')	image/png	date:Tue,%2013%20Jun%202023%2023:07:12%20GMT	https://duruthemes.com/demo/html/travol/multipage-slideshow/img/team/04.png	F:/Static%20Design/travol/duruthemes.com/demo/html/travol/multipage-slideshow/img/team/04.png	(from https://duruthemes.com/demo/html/travol/multipage-slideshow/index.html)
12:42:56	375009/375009	---M--	200	added ('OK')	image/jpeg	date:Tue,%2013%20Jun%202023%2023:07:08%20GMT	https://duruthemes.com/demo/html/travol/multipage-slideshow/img/blog/4.jpg	F:/Static%20Design/travol/duruthemes.com/demo/html/travol/multipage-slideshow/img/blog/4.jpg	(from https://duruthemes.com/demo/html/travol/multipage-slideshow/index.html)
12:42:56	83038/83038	---M--	200	added ('OK')	image/png	date:Tue,%2013%20Jun%202023%2023:07:12%20GMT	https://duruthemes.com/demo/html/travol/multipage-slideshow/img/team/05.png	F:/Static%20Design/travol/duruthemes.com/demo/html/travol/multipage-slideshow/img/team/05.png	(from https://duruthemes.com/demo/html/travol/multipage-slideshow/index.html)
12:42:56	31843/31843	---M--	200	added ('OK')	image/png	date:Tue,%2013%20Jun%202023%2023:07:12%20GMT	https://duruthemes.com/demo/html/travol/multipage-slideshow/img/team/06.png	F:/Static%20Design/travol/duruthemes.com/demo/html/travol/multipage-slideshow/img/team/06.png	(from https://duruthemes.com/demo/html/travol/multipage-slideshow/index.html)
12:42:56	13891/13891	---M--	200	added ('OK')	image/png	date:Tue,%2013%20Jun%202023%2023:06:42%20GMT	https://duruthemes.com/demo/html/travol/multipage-slideshow/img/clients/1.png	F:/Static%20Design/travol/duruthemes.com/demo/html/travol/multipage-slideshow/img/clients/1.png	(from https://duruthemes.com/demo/html/travol/multipage-slideshow/index.html)
12:42:57	9005/9005	---M--	200	added ('OK')	image/png	date:Tue,%2013%20Jun%202023%2023:06:42%20GMT	https://duruthemes.com/demo/html/travol/multipage-slideshow/img/clients/2.png	F:/Static%20Design/travol/duruthemes.com/demo/html/travol/multipage-slideshow/img/clients/2.png	(from https://duruthemes.com/demo/html/travol/multipage-slideshow/index.html)
12:42:57	8159/8159	---M--	200	added ('OK')	image/png	date:Tue,%2013%20Jun%202023%2023:06:42%20GMT	https://duruthemes.com/demo/html/travol/multipage-slideshow/img/clients/3.png	F:/Static%20Design/travol/duruthemes.com/demo/html/travol/multipage-slideshow/img/clients/3.png	(from https://duruthemes.com/demo/html/travol/multipage-slideshow/index.html)
12:42:57	9070/9070	---M--	200	added ('OK')	image/png	date:Tue,%2013%20Jun%202023%2023:06:41%20GMT	https://duruthemes.com/demo/html/travol/multipage-slideshow/img/clients/4.png	F:/Static%20Design/travol/duruthemes.com/demo/html/travol/multipage-slideshow/img/clients/4.png	(from https://duruthemes.com/demo/html/travol/multipage-slideshow/index.html)
12:42:57	89947/89947	---M-Z	200	added ('OK')	application/javascript	date:Tue,%2013%20Jun%202023%2023:06:34%20GMT	https://duruthemes.com/demo/html/travol/multipage-slideshow/js/jquery-3.6.3.min.js	F:/Static%20Design/travol/duruthemes.com/demo/html/travol/multipage-slideshow/js/jquery-3.6.3.min.js	(from https://duruthemes.com/demo/html/travol/multipage-slideshow/index.html)
12:42:58	7083/7083	---M-Z	200	added ('OK')	application/javascript	date:Tue,%2013%20Jun%202023%2023:06:32%20GMT	https://duruthemes.com/demo/html/travol/multipage-slideshow/js/jquery-migrate-3.0.0.min.js	F:/Static%20Design/travol/duruthemes.com/demo/html/travol/multipage-slideshow/js/jquery-migrate-3.0.0.min.js	(from https://duruthemes.com/demo/html/travol/multipage-slideshow/index.html)
12:42:58	15413/15413	---M-Z	200	added ('OK')	application/javascript	date:Tue,%2013%20Jun%202023%2023:06:32%20GMT	https://duruthemes.com/demo/html/travol/multipage-slideshow/js/modernizr-2.6.2.min.js	F:/Static%20Design/travol/duruthemes.com/demo/html/travol/multipage-slideshow/js/modernizr-2.6.2.min.js	(from https://duruthemes.com/demo/html/travol/multipage-slideshow/index.html)
12:42:58	5441/5441	---M-Z	200	added ('OK')	application/javascript	date:Tue,%2013%20Jun%202023%2023:06:33%20GMT	https://duruthemes.com/demo/html/travol/multipage-slideshow/js/imagesloaded.pkgd.min.js	F:/Static%20Design/travol/duruthemes.com/demo/html/travol/multipage-slideshow/js/imagesloaded.pkgd.min.js	(from https://duruthemes.com/demo/html/travol/multipage-slideshow/index.html)
12:42:59	34694/34694	---M-Z	200	added ('OK')	application/javascript	date:Tue,%2013%20Jun%202023%2023:06:32%20GMT	https://duruthemes.com/demo/html/travol/multipage-slideshow/js/jquery.isotope.v3.0.2.js	F:/Static%20Design/travol/duruthemes.com/demo/html/travol/multipage-slideshow/js/jquery.isotope.v3.0.2.js	(from https://duruthemes.com/demo/html/travol/multipage-slideshow/index.html)
12:42:59	13079/13079	---M-Z	200	added ('OK')	application/javascript	date:Tue,%2013%20Jun%202023%2023:06:31%20GMT	https://duruthemes.com/demo/html/travol/multipage-slideshow/js/pace.js	F:/Static%20Design/travol/duruthemes.com/demo/html/travol/multipage-slideshow/js/pace.js	(from https://duruthemes.com/demo/html/travol/multipage-slideshow/index.html)
12:42:59	19188/19188	---M-Z	200	added ('OK')	application/javascript	date:Tue,%2013%20Jun%202023%2023:06:33%20GMT	https://duruthemes.com/demo/html/travol/multipage-slideshow/js/popper.min.js	F:/Static%20Design/travol/duruthemes.com/demo/html/travol/multipage-slideshow/js/popper.min.js	(from https://duruthemes.com/demo/html/travol/multipage-slideshow/index.html)
